OCC_YEAR,OCC_MONTH,OCC_DOW,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_TYPE,BIKE_COST,STATUS,NEIGHBOURHOOD_158
2018,September,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1000.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Tuesday,D51,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TO,1200.0,STOLEN,Moss Park (73)
2018,September,Saturday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,130.0,STOLEN,Bedford Park-Nortown (39)
2018,September,Saturday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,500.0,STOLEN,Annex (95)
2018,September,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,450.0,STOLEN,Harbourfront-CityPlace (165)
2018,September,Saturday,D52,"Apartment (Rooming House, Condo)",Apartment,OT,800.0,STOLEN,University (79)
2018,September,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,OT,500.0,STOLEN,Moss Park (73)
2018,September,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,1000.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Saturday,D32,"Apartment (Rooming House, Condo)",Apartment,OT,400.0,STOLEN,Bedford Park-Nortown (39)
2018,September,Saturday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,,STOLEN,Bedford Park-Nortown (39)
2018,September,Saturday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,915.22998046875,STOLEN,Annex (95)
2018,July,Sunday,D42,Unknown,Other,TO,1000.0,STOLEN,Malvern East (146)
2018,September,Friday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,599.989990234375,STOLEN,The Beaches (63)
2018,September,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,500.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Saturday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,130.0,STOLEN,Bedford Park-Nortown (39)
2018,September,Friday,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,0.0,STOLEN,Oakwood Village (107)
2018,September,Saturday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,250.0,STOLEN,Bedford Park-Nortown (39)
2018,September,Saturday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,500.0,STOLEN,Bedford Park-Nortown (39)
2018,September,Saturday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,700.0,STOLEN,Bedford Park-Nortown (39)
2018,September,Saturday,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,150.0,STOLEN,Annex (95)
2018,September,Thursday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,700.0,STOLEN,Bathurst Manor (34)
2018,September,Sunday,D14,Ttc Subway Station,Transit,MT,600.0,STOLEN,University (79)
2018,September,Thursday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,700.0,STOLEN,Bathurst Manor (34)
2018,September,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,700.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,1328.31994628906,STOLEN,Yonge-Bay Corridor (170)
2018,September,Sunday,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,RG,550.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Sunday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,600.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Thursday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,700.0,STOLEN,Bathurst Manor (34)
2018,September,Sunday,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,RG,550.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Cabbagetown-South St.James Town (71)
2018,September,Thursday,D13,Bar / Restaurant,Commercial,RG,700.0,STOLEN,Junction-Wallace Emerson (171)
2018,September,Sunday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,0.0,STOLEN,Dufferin Grove (83)
2018,September,Sunday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,600.0,STOLEN,Trinity-Bellwoods (81)
2018,September,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Moss Park (73)
2018,September,Thursday,D13,Bar / Restaurant,Commercial,OT,400.0,STOLEN,Junction-Wallace Emerson (171)
2018,September,Sunday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,0.0,STOLEN,Dufferin Grove (83)
2018,September,Tuesday,D32,"Apartment (Rooming House, Condo)",Apartment,MT,500.0,STOLEN,Clanton Park (33)
2018,September,Saturday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TO,300.0,STOLEN,Downtown Yonge East (168)
2018,September,Tuesday,D53,Schools During Supervised Activity,Educational,RG,500.0,STOLEN,Mount Pleasant East (99)
2018,September,Monday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,500.0,STOLEN,Palmerston-Little Italy (80)
2018,September,Wednesday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,700.0,STOLEN,Bedford Park-Nortown (39)
2018,September,Monday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,650.0,STOLEN,Woodbine-Lumsden (60)
2018,September,Tuesday,D53,Schools During Supervised Activity,Educational,MT,400.0,STOLEN,Mount Pleasant East (99)
2018,September,Tuesday,D32,"Apartment (Rooming House, Condo)",Apartment,MT,500.0,STOLEN,Clanton Park (33)
2018,September,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,150.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Friday,D55,"Apartment (Rooming House, Condo)",Apartment,RC,1000.0,STOLEN,South Riverdale (70)
2018,September,Monday,D52,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,RG,800.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Sunday,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,500.0,STOLEN,Dovercourt Village (172)
2018,September,Monday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,650.0,STOLEN,Woodbine-Lumsden (60)
2017,May,Saturday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,779.0,STOLEN,Little Portugal (84)
2018,August,Friday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,0.0,STOLEN,West Queen West (162)
2018,September,Wednesday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,100.0,STOLEN,Westminster-Branson (35)
2018,September,Wednesday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,600.0,STOLEN,Leaside-Bennington (56)
2018,September,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,1200.0,STOLEN,West Queen West (162)
2018,September,Tuesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,967.0,STOLEN,Danforth (66)
2018,September,Wednesday,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1659.0,STOLEN,South Riverdale (70)
2018,September,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,280.0,STOLEN,West Queen West (162)
2018,September,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,1000.0,STOLEN,West Queen West (162)
2018,September,Wednesday,D55,"Apartment (Rooming House, Condo)",Apartment,MT,,STOLEN,South Riverdale (70)
2018,September,Wednesday,D52,Universities / Colleges,Educational,RG,1500.0,STOLEN,University (79)
2018,September,Tuesday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,0.0,STOLEN,Danforth East York (59)
2018,September,Tuesday,D55,Other Passenger Train Station,Transit,MT,200.0,STOLEN,East End-Danforth (62)
2018,September,Thursday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1163.58996582031,STOLEN,Annex (95)
2018,September,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Thursday,D53,Schools During Supervised Activity,Educational,MT,1300.0,STOLEN,Mount Pleasant East (99)
2018,September,Thursday,D41,Schools During Supervised Activity,Educational,MT,250.0,STOLEN,Birchcliffe-Cliffside (122)
2018,September,Friday,D52,"Apartment (Rooming House, Condo)",Apartment,OT,0.0,STOLEN,Harbourfront-CityPlace (165)
2018,September,Thursday,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,800.0,STOLEN,NSA
2018,September,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,1700.0,STOLEN,West Queen West (162)
2018,May,Friday,D32,"Apartment (Rooming House, Condo)",Apartment,MT,2200.0,STOLEN,York University Heights (27)
2018,September,Thursday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,600.0,STOLEN,North Riverdale (68)
2018,September,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,50.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Wednesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,0.0,STOLEN,Woodbine Corridor (64)
2018,September,Saturday,D13,"Apartment (Rooming House, Condo)",Apartment,OT,1000.0,STOLEN,Wychwood (94)
2018,September,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,700.0,STOLEN,Cabbagetown-South St.James Town (71)
2018,September,Tuesday,D51,Bar / Restaurant,Commercial,MT,700.0,STOLEN,Downtown Yonge East (168)
2018,September,Wednesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,500.0,STOLEN,Woodbine Corridor (64)
2018,September,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,969.0,STOLEN,University (79)
2018,September,Saturday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,800.0,STOLEN,Wellington Place (164)
2018,September,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,189.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Sunday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,500.0,STOLEN,Bay-Cloverhill (169)
2018,September,Friday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,1500.0,STOLEN,South Eglinton-Davisville (174)
2018,August,Tuesday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Wellington Place (164)
2018,September,Friday,D52,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,522.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,West Queen West (162)
2018,September,Wednesday,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Greenwood-Coxwell (65)
2018,September,Friday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,75.0,STOLEN,University (79)
2018,September,Friday,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,620.0,STOLEN,Harbourfront-CityPlace (165)
2018,September,Friday,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,700.0,STOLEN,Don Valley Village (47)
2018,September,Friday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,1500.0,STOLEN,South Eglinton-Davisville (174)
2018,June,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,,STOLEN,Yonge-Bay Corridor (170)
2018,September,Friday,D55,Ttc Subway Station,Transit,RG,150.0,STOLEN,Danforth (66)
2018,September,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,400.0,STOLEN,Kensington-Chinatown (78)
2018,September,Thursday,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,1400.0,STOLEN,Hillcrest Village (48)
2018,August,Tuesday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,3500.0,STOLEN,Rosedale-Moore Park (98)
2018,September,Thursday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,0.0,STOLEN,Downtown Yonge East (168)
2018,September,Monday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,FO,2500.0,STOLEN,Junction Area (90)
2018,September,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,West Queen West (162)
2018,September,Friday,D22,"Open Areas (Lakes, Parks, Rivers)",Outside,OT,1000.0,STOLEN,Long Branch (19)
2018,September,Thursday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,0.0,STOLEN,Wellington Place (164)
2018,September,Saturday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,1200.0,STOLEN,North Riverdale (68)
2018,August,Thursday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,850.0,STOLEN,Playter Estates-Danforth (67)
2018,September,Thursday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,400.0,STOLEN,North St.James Town (74)
2018,September,Friday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,652.320007324219,STOLEN,Bay-Cloverhill (169)
2018,September,Saturday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,100.0,STOLEN,East End-Danforth (62)
2018,September,Friday,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,RC,28000.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Wellington Place (164)
2018,September,Saturday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,200.0,STOLEN,East End-Danforth (62)
2018,September,Saturday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,EL,1250.0,STOLEN,North Riverdale (68)
2018,September,Friday,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,RC,2800.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Friday,D51,"Gas Station (Self, Full, Attached Convenience)",Commercial,EL,,STOLEN,North St.James Town (74)
2018,September,Thursday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RC,2000.0,STOLEN,Yonge-Doris (151)
2018,September,Friday,D53,"Open Areas (Lakes, Parks, Rivers)",Outside,RC,0.0,STOLEN,Lawrence Park North (105)
2018,September,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,North St.James Town (74)
2018,September,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Sunday,D11,"Apartment (Rooming House, Condo)",Apartment,OT,,STOLEN,High Park North (88)
2018,September,Saturday,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,900.0,STOLEN,Annex (95)
2018,September,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,North St.James Town (74)
2018,September,Friday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,350.0,STOLEN,Lawrence Park North (105)
2018,September,Saturday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,1200.0,STOLEN,Moss Park (73)
2018,September,Friday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,9000.0,STOLEN,University (79)
2018,September,Saturday,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,650.0,STOLEN,Wellington Place (164)
2018,September,Friday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,7000.0,STOLEN,University (79)
2018,September,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Sunday,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,200.0,STOLEN,York University Heights (27)
2018,September,Saturday,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,1350.0,STOLEN,Annex (95)
2018,September,Saturday,D53,"Apartment (Rooming House, Condo)",Apartment,OT,1500.0,STOLEN,Mount Pleasant East (99)
2018,September,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,300.0,STOLEN,University (79)
2018,September,Sunday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,950.0,STOLEN,Junction Area (90)
2018,September,Sunday,D11,"Apartment (Rooming House, Condo)",Apartment,OT,,STOLEN,High Park North (88)
2018,September,Sunday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,1500.0,STOLEN,Annex (95)
2018,September,Friday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,0.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,520.0,STOLEN,Wellington Place (164)
2018,September,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,MT,700.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Monday,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,0.0,STOLEN,New Toronto (18)
2018,September,Monday,D22,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,4500.0,STOLEN,Stonegate-Queensway (16)
2018,September,Monday,D52,Bar / Restaurant,Commercial,TO,300.0,STOLEN,University (79)
2018,September,Monday,D14,"Apartment (Rooming House, Condo)",Apartment,RC,900.0,STOLEN,Palmerston-Little Italy (80)
2018,September,Monday,D22,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,4000.0,STOLEN,Stonegate-Queensway (16)
2018,September,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Saturday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,519.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Sunday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,600.0,STOLEN,University (79)
2018,September,Monday,D55,"Apartment (Rooming House, Condo)",Apartment,RG,600.0,STOLEN,Playter Estates-Danforth (67)
2018,September,Friday,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,479.989990234375,STOLEN,West Queen West (162)
2018,September,Friday,D22,Ttc Subway Station,Transit,MT,903.989990234375,STOLEN,Kingsway South (15)
2018,September,Monday,D53,"Apartment (Rooming House, Condo)",Apartment,RG,200.0,STOLEN,Annex (95)
2018,September,Saturday,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,800.0,STOLEN,South Riverdale (70)
2018,September,Sunday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,600.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Saturday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,350.0,STOLEN,Downtown Yonge East (168)
2018,September,Monday,D55,"Apartment (Rooming House, Condo)",Apartment,RG,600.0,STOLEN,Playter Estates-Danforth (67)
2018,September,Monday,D53,"Apartment (Rooming House, Condo)",Apartment,RG,200.0,STOLEN,Annex (95)
2018,September,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,100.0,STOLEN,Church-Wellesley (167)
2018,August,Wednesday,D14,Go Station,Transit,RG,100.0,STOLEN,Fort York-Liberty Village (163)
2018,September,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Saturday,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,South Riverdale (70)
2018,September,Monday,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,800.0,STOLEN,Yorkdale-Glen Park (31)
2018,September,Tuesday,D33,Schools During Supervised Activity,Educational,MT,900.0,STOLEN,St.Andrew-Windfields (40)
2018,September,Monday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,500.0,STOLEN,Little Portugal (84)
2018,September,Monday,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,130.0,STOLEN,Lansing-Westgate (38)
2018,September,Tuesday,D14,"Apartment (Rooming House, Condo)",Apartment,TO,1400.0,STOLEN,Wellington Place (164)
2018,September,Tuesday,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,RC,,RECOVERED,Cabbagetown-South St.James Town (71)
2018,September,Tuesday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,500.0,STOLEN,East End-Danforth (62)
2018,September,Saturday,D51,Bar / Restaurant,Commercial,RG,400.0,STOLEN,Church-Wellesley (167)
2018,September,Saturday,D51,Bar / Restaurant,Commercial,TO,800.0,STOLEN,Downtown Yonge East (168)
2018,September,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,300.0,STOLEN,Wellington Place (164)
2018,September,Saturday,D51,Bar / Restaurant,Commercial,TO,800.0,STOLEN,Downtown Yonge East (168)
2018,September,Monday,D51,Universities / Colleges,Educational,MT,600.0,STOLEN,Downtown Yonge East (168)
2018,September,Tuesday,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,EL,1200.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Sunday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,1000.0,STOLEN,The Beaches (63)
2018,September,Monday,D22,Ttc Subway Station,Transit,OT,500.0,STOLEN,Kingsway South (15)
2018,September,Tuesday,D14,"Apartment (Rooming House, Condo)",Apartment,TO,1400.0,STOLEN,Wellington Place (164)
2018,September,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,700.0,STOLEN,Wellington Place (164)
2018,September,Sunday,D53,"Apartment (Rooming House, Condo)",Apartment,RC,12500.0,STOLEN,Annex (95)
2018,September,Sunday,D33,"Apartment (Rooming House, Condo)",Apartment,TR,100.0,STOLEN,Don Valley Village (47)
2018,September,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,500.0,STOLEN,Wellington Place (164)
2018,September,Tuesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,600.0,STOLEN,Downtown Yonge East (168)
2018,September,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1200.0,STOLEN,Moss Park (73)
2018,September,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,OT,1200.0,STOLEN,North St.James Town (74)
2018,September,Wednesday,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,RG,1500.0,STOLEN,Kensington-Chinatown (78)
2018,September,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1500.0,STOLEN,Downtown Yonge East (168)
2018,September,Tuesday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,650.0,STOLEN,Junction-Wallace Emerson (171)
2018,September,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1000.0,STOLEN,Kensington-Chinatown (78)
2018,September,Tuesday,D51,Bar / Restaurant,Commercial,RG,750.0,STOLEN,Cabbagetown-South St.James Town (71)
2018,September,Tuesday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,1500.0,STOLEN,The Beaches (63)
2018,September,Tuesday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,200.0,STOLEN,Birchcliffe-Cliffside (122)
2018,September,Wednesday,D51,Universities / Colleges,Educational,RG,900.0,STOLEN,Downtown Yonge East (168)
2018,September,Tuesday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,1000.0,STOLEN,Bay-Cloverhill (169)
2018,September,Tuesday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,1000.0,STOLEN,The Beaches (63)
2018,September,Wednesday,D41,Go Station,Transit,MT,350.0,STOLEN,Birchcliffe-Cliffside (122)
2018,September,Wednesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,800.0,STOLEN,Trinity-Bellwoods (81)
2018,September,Tuesday,D53,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,Annex (95)
2018,September,Wednesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,0.0,STOLEN,Trinity-Bellwoods (81)
2018,September,Tuesday,D52,Unknown,Other,TO,400.0,STOLEN,Wellington Place (164)
2018,September,Wednesday,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,1400.0,STOLEN,Wychwood (94)
2018,September,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,2400.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Wednesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,1000.0,STOLEN,West Rouge (143)
2018,September,Wednesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,500.0,STOLEN,West Rouge (143)
2018,September,Wednesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,700.0,STOLEN,West Rouge (143)
2018,September,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,800.0,STOLEN,Annex (95)
2018,September,Thursday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,0.0,STOLEN,Church-Wellesley (167)
2018,September,Tuesday,D52,"Apartment (Rooming House, Condo)",Apartment,MT,500.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Wednesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,500.0,STOLEN,West Rouge (143)
2018,September,Thursday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,2000.0,STOLEN,High Park-Swansea (87)
2018,September,Wednesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,4000.0,STOLEN,West Rouge (143)
2018,September,Tuesday,D52,"Apartment (Rooming House, Condo)",Apartment,RG,900.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Wednesday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,1900.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2018,September,Thursday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,,STOLEN,High Park-Swansea (87)
2018,September,Thursday,D31,Ttc Subway Station,Transit,MT,250.0,STOLEN,York University Heights (27)
2018,September,Wednesday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,700.0,STOLEN,Yonge-Bay Corridor (170)
2018,September,Monday,D32,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,MT,250.0,STOLEN,Bridle Path-Sunnybrook-York Mills (41)
